1|3|7|RATE|4/11/2024 12:00:00 AM|True
2|3|9|RATE|4/14/2024 12:00:00 AM|False
3|3|12|RATE|4/14/2024 12:00:00 AM|True
4|3|3|CANCEL|4/15/2024 12:35:01 AM|True
5|3|5|CANCEL|4/15/2024 12:36:30 AM|False
6|3|1|REQUEST|4/15/2024 12:56:09 AM|False
7|3|2|REQUEST|4/15/2024 12:57:23 AM|False
8|3|3|REQUEST|4/15/2024 12:58:06 AM|True
9|3|4|REQUEST|4/15/2024 12:58:50 AM|False
10|3|5|REQUEST|4/15/2024 12:59:34 AM|True
11|1|1|REQUEST|4/15/2024 1:52:12 AM|False
12|1|2|REQUEST|4/15/2024 1:52:41 AM|False
13|1|4|REQUEST|4/15/2024 1:53:12 AM|False
14|1|3|REQUEST|4/15/2024 1:53:27 AM|False
15|1|5|REQUEST|4/15/2024 1:54:14 AM|False
